ID	tweet	label	cleaned_text	translated
sw_train_00718	Kazi za Nyumbani Ni kikwazo kwa wanawake kushiriki katika Viwanda Ni muhimu utaratibu uwekwe kuwa wazae Watoto na was	neutral	Kazi za Nyumbani Ni kikwazo kwa wanawake kushiriki katika Viwanda Ni muhimu utaratibu uwekwe kuwa wazae Watoto na was	Homework is an obstacle for women to participate in industries.
sw_train_00719	Hii inasema sana kuhusu elimu kwa ujumla Mitihani ya mwisho haipaswi kuwa kipimo pekee cha kuamua mwanafunzi kuendelea n	neutral	Hii inasema sana kuhusu elimu kwa ujumla Mitihani ya mwisho haipaswi kuwa kipimo pekee cha kuamua mwanafunzi kuendelea n	This says a lot about education in general the final exams should not be the only measure of determining the student to continue n
sw_train_00720	gtK chini mstari wa 6 kushoto kuelekea kulia utaona Signal tunaomba	neutral	gtK chini mstari wa  kushoto kuelekea kulia utaona Signal tunaomba	GTK down the left line to the right you will see the signal we ask for
sw_train_00721	Time flies Bonanza lililopita watu walikuwa wanagombania kupiga picha na Dotto Leo hii zamu ya nani	neutral	Time flies Bonanza lililopita watu walikuwa wanagombania kupiga picha na Dotto Leo hii zamu ya nani	Time flies bonanza ago people were struggling to take photos with Dotto today
sw_train_00722	huwa najiuliza maswali yasiokuwa na majibu labda Kuna mtu majibu anayo Mwanaume kuvaa kipini puani kuvaa hereni na kusuka nywele Tunaelekea wapi aseee	neutral	huwa najiuliza maswali yasiokuwa na majibu labda Kuna mtu majibu anayo Mwanaume kuvaa kipini puani kuvaa hereni na kusuka nywele Tunaelekea wapi aseee	I ask myself unanswered questions maybe there is a person the answer has a man wearing a nostrils to wear a thigh and brave hair.
sw_train_00723	Zlatan na Rooney watawaongoza mastaa wa Marekani kuifunga Atletico Madrid leo Filimbi ya mwisho ikilia tu na mkwanja umekufikia Cheza sasa	neutral	Zlatan na Rooney watawaongoza mastaa wa Marekani kuifunga Atletico Madrid leo Filimbi ya mwisho ikilia tu na mkwanja umekufikia Cheza sasa	Zlatan and Rooney will lead the US champions to close Atletico Madrid today the final whistle is just crying and the bump has reached you now
sw_train_00724	Habari yako Hatibu Shomary Kwa kawaida kuna mabadiliko ya mara kwa mara kwenye menyu ya vifurushi vya wateja wote ambapo ni utaratibu wetu wa kawaida kutokana na matumizi ya mteja kwa mteja tafadhali endelea na matumizi ya laini yako kwa	neutral	Habari yako Hatibu Shomary Kwa kawaida kuna mabadiliko ya mara kwa mara kwenye menyu ya vifurushi vya wateja wote ambapo ni utaratibu wetu wa kawaida kutokana na matumizi ya mteja kwa mteja tafadhali endelea na matumizi ya laini yako kwa	Your news is a shomary title usually there is a constant change in the menu of all customer packages where it is our standard procedure due to customer's use of the client please proceed with your use of your line for
sw_train_00725	Me ntakuwa napikiwa na mke wanguinategemea na ratiba zake za utafutajiila yupo home siku iyo na ana mudaatapika	neutral	Me ntakuwa napikiwa na mke wanguinategemea na ratiba zake za utafutajiila yupo home siku iyo na ana mudaatapika	I am being cooked and my wife depends on her search schedules she is at home that day and she has a vomiting
sw_train_00726	Habari Ahsante kwa kuwasiliana nasi Tunaomba kujua wewe ni wakala wa usajili endapo wewe ni wakala wa usajili tunakushauri wasiliana na kiongozi wako wa eneo kwa msaada zaidi AhsanteJK	neutral	Habari Ahsante kwa kuwasiliana nasi Tunaomba kujua wewe ni wakala wa usajili endapo wewe ni wakala wa usajili tunakushauri wasiliana na kiongozi wako wa eneo kwa msaada zaidi AhsanteJK	Hello thank you for contacting us we ask that you are a registration agent if you are a registration agent we advise you to contact your local leader for further assistance ahsantejk
sw_train_00727	Kuna Dada muhudhuriaji hapa anasema kuwa amezunguka katika kila Super Market mchicha upo lakini hakuna Kisamvu hakipo	neutral	Kuna Dada muhudhuriaji hapa anasema kuwa amezunguka katika kila Super Market mchicha upo lakini hakuna Kisamvu hakipo	There is a attendant sister here saying that she has wandered in every Super Market Spinach
sw_train_00728	Utabiri wa Hali ya Hewa wa saa 24 zijazo kuanzia saa 3 usiku wa leo 25042019	neutral	Utabiri wa Hali ya Hewa wa saa  zijazo kuanzia saa  usiku wa leo	The weather forecast for the future starting at tonight
sw_train_00729	Ile timu unasupport hata mimi ndio nitasupport	neutral	Ile timu unasupport hata mimi ndio nitasupport	The team you support even I will support
sw_train_00730	Tafadhali fahamu malipo yako hayajatufikia tafadhali wasiliana na mtandao husika kwa msaada zaidi Salim	neutral	Tafadhali fahamu malipo yako hayajatufikia tafadhali wasiliana na mtandao husika kwa msaada zaidi Salim	Please know your payment has not reached us please contact the relevant network for further assistance Salim
sw_train_00731	Ukurasa rasmi unaotoanupdates kuhusu shughuli zote za TAMISEMI kwa uwazi	neutral	Ukurasa rasmi unaotoanupdates kuhusu shughuli zote za TAMISEMI kwa uwazi	A formal page that makes up of all Tamils' activities openly
sw_train_00732	dada mafanikio ya mwingine hayamaanishi ni kufeli kwako Kila mmoja atavuna mazao yake kwa wakati wake Cred	neutral	dada mafanikio ya mwingine hayamaanishi ni kufeli kwako Kila mmoja atavuna mazao yake kwa wakati wake Cred	Another successful sister does not mean your failure is everyone will harvest their crops in time Cred
sw_train_00733	U17 Women World Cup Qualifiers Tanzania 51 Burundi Aisha Masaka Aisha Masaka Joyce Meshaki Protasia Mbunda Aisha Masaka Lidya Karenzo BU 71	neutral	U Women World Cup Qualifiers Tanzania  Burundi Aisha Masaka Aisha Masaka Joyce Meshaki Protasia Mbunda Aisha Masaka Lidya Karenzo BU	U Women World Cup Qualifiers Tanzania Burundi Aisha Masaka Aisha Masaka Joyce Meshaki Protasia Mbunda Aisha Masaka Lidya Karenzo Bu
sw_train_00734	Halafu sio hata mengina huwa men hawawaachi hao wanawake bali huwa wanaachana na sababu anaweza kuwa mwanaume au mwanamke	neutral	Halafu sio hata mengina huwa men hawawaachi hao wanawake bali huwa wanaachana na sababu anaweza kuwa mwanaume au mwanamke	And then they don't even have the men they don't leave the women but they get rid of it because he can be a man or a woman
sw_train_00735	Madenge ukitangaza ndoa ya coco siku umetoka kumvalisha pete mimi kwa akili zangu timamu ukitaka tuandikishane sawa sina sh	neutral	Madenge ukitangaza ndoa ya coco siku umetoka kumvalisha pete mimi kwa akili zangu timamu ukitaka tuandikishane sawa sina sh	Madenge if you announce a coco marriage the day you came out to put on the ring for me in my right mind if you want us to sign up I don't have sh
sw_train_00736	Toka 200203 Man City hawajawahi kushinda Anfield ni record nzuri kwa Liverpool	neutral	Toka  Man City hawajawahi kushinda Anfield ni record nzuri kwa Liverpool	From Man City they have never won Anfield is a good record for Liverpool
sw_train_00737	Tujuane kidogo Me no 2	neutral	Tujuane kidogo Me no	Let's know a little bit me no
sw_train_00738	Repost from using repostregramapp  Bila kupepesa macho usiku leo unaweza kuwa	neutral	Repost from using repostregramapp  Bila kupepesa macho usiku leo unaweza kuwa	Repost from Using RepostRegrammApp without blinking eyes tonight can be
sw_train_00739	MKANDARASI ANAYESAMBAZA UMEME KIBONDO ATAKIWA KUONGEZA KASI	neutral	MKANDARASI ANAYESAMBAZA UMEME KIBONDO ATAKIWA KUONGEZA KASI	Contractor distributing electricity Kibondo will have to accelerate
sw_train_00740	Wiki iliyopita ilikuwa kilele cha maadhimisho ya juma la elimu Tanzania Je unakumbuka maadhimisho hayo yalifanyika wapi na	neutral	Wiki iliyopita ilikuwa kilele cha maadhimisho ya juma la elimu Tanzania Je unakumbuka maadhimisho hayo yalifanyika wapi na	Last week was the climax of the Education Week of Tanzania.
sw_train_00741	Ndiyo Sheria inayoitwa Kanuni ya Adhabu Penal Code Rev 2019 kifungu cha 104 inasema mtu anaye	neutral	Ndiyo Sheria inayoitwa Kanuni ya Adhabu Penal Code Rev  kifungu cha  inasema mtu anaye	Yes Act Called Penal Code Penal Code Rev Article Says A Person
sw_train_00742	Usijione mnyonge mbele ya mwingine kwa kupungukiwa umbile fulani Tazama ngombe na ukubwa wake amenyimwa ndevu akapewa	neutral	Usijione mnyonge mbele ya mwingine kwa kupungukiwa umbile fulani Tazama ngombe na ukubwa wake amenyimwa ndevu akapewa	Don't feel weak in front of another for lack of certain shape see a cow and his size is deprived of beard and given
sw_train_00743	Mkurugenzi Wa Bodi ya Mikopo ya Elimu ya Juu Abdul Razaq Badru awashauri wanavyuo wasitumie mkopo kufanya starehe	neutral	Mkurugenzi Wa Bodi ya Mikopo ya Elimu ya Juu Abdul Razaq Badru awashauri wanavyuo wasitumie mkopo kufanya starehe	Higher Education Credit Board Director Abdul Razaq Badru advises students not to use the loan to make a comfortable
sw_train_00744	kila tatizo lina utatuzi wake	neutral	kila tatizo lina utatuzi wake	Each problem has its resolution
sw_train_00745	Mimi binafsi hapo ntatafuta kazi nyingine za kufanya Dalili ndogo ndogo kama hizo sijawahi kuzipuuza	neutral	Mimi binafsi hapo ntatafuta kazi nyingine za kufanya Dalili ndogo ndogo kama hizo sijawahi kuzipuuza	I personally look for other jobs to do such small symptoms I have never ignored
sw_train_00746	Wajanja wote wa town wameshapata chanjo ya Uviko 19 Umebaki wewe tuu na kichwa chako kama mkate	neutral	Wajanja wote wa town wameshapata chanjo ya Uviko  Umebaki wewe tuu na kichwa chako kama mkate	All the Town clever ones have received a vaccine vaccine remaining you just with your head like bread
sw_train_00747	Nilipata asali yangu toka  na kwa maelekezo ya vichanganyio na matumizi aliyonipatia ndugu Michael Sessan kwa k	neutral	Nilipata asali yangu toka  na kwa maelekezo ya vichanganyio na matumizi aliyonipatia ndugu Michael Sessan kwa k	I got my honey from and for the instructions of mixed and the use of Brother Michael Sessan for k
sw_train_00748	Luchele kati hizi zote movie ipi unaipenda kuingalia mara kwa mara na mara ya mwisho uliingalia lini na unaweza kuingalia tena kupitia Zantel internet yenye kasi zaidi ya 4G na kupata vifurushi vyetu unabonyeza 14915	neutral	Luchele kati hizi zote movie ipi unaipenda kuingalia mara kwa mara na mara ya mwisho uliingalia lini na unaweza kuingalia tena kupitia Zantel internet yenye kasi zaidi ya G na kupata vifurushi vyetu unabonyeza	Luchele of all of these movie which movie do you like to watch over and over and when the last time you watched it and you can watch it again via Zantel Internet faster than G and find our packages you click
sw_train_00749	Mahakama ya Rufani kupitia maamuzi yake imetoa muongozo wa kisheria kwa baadhi ya maneno yakitumika kwenye kesi basi ni kiashiri	neutral	Mahakama ya Rufani kupitia maamuzi yake imetoa muongozo wa kisheria kwa baadhi ya maneno yakitumika kwenye kesi basi ni kiashiri	The Court of Appeal through its decisions has issued a legal guidance on some words used in the case then it is an indication
sw_train_00750	chagua kifurushi muhimu kufunga background applicationkurasa za mitandao baada ya kumaliza kuitumia ili kuokoa gharama kwa kadri ya budget yako LM	neutral	chagua kifurushi muhimu kufunga background applicationkurasa za mitandao baada ya kumaliza kuitumia ili kuokoa gharama kwa kadri ya budget yako LM	Choose a package Key to install background applications Networking after finishing it to save costs as long as your budget lm
sw_train_00751	Rais wa amp Mwenyekiti wa CCM Dkt John Magufuli akipeana mkono na aliyekuwa Meya wa Arusha CHADEMA Kalisti Laz	neutral	Rais wa amp Mwenyekiti wa CCM Dkt John Magufuli akipeana mkono na aliyekuwa Meya wa Arusha CHADEMA Kalisti Laz	AMP President CCM Chairman Dr John Magufuli in support of former Arusha Mayor Chadema Kalisti Laz
sw_train_00752	Naomba ujengewe sanamu lako palemuhimbili	neutral	Naomba ujengewe sanamu lako palemuhimbili	May I be built for your statue.
sw_train_00753	Ninachoshangaa zaidi ni kuwa miongoni mwetu wengine tunatoa Kauli za Kubeza Kwani ukinyamaza wakati wenzio wa	neutral	Ninachoshangaa zaidi ni kuwa miongoni mwetu wengine tunatoa Kauli za Kubeza Kwani ukinyamaza wakati wenzio wa	What I am most surprised is that among us some of us make statements because if you keep quiet when others are
sw_train_00754	Ivyo tuturudi zama zetumbona si tulikuwa bila kuangalia Tv mda woteWatoto wanajifunza vingi kupitia Tv siku hizi	neutral	Ivyo tuturudi zama zetumbona si tulikuwa bila kuangalia Tv mda woteWatoto wanajifunza vingi kupitia Tv siku hizi	So we go back to our age.
sw_train_00755	Tunapenda kukufahamisha kuwa unaweza pia kutoa taarifa kwenye mitandao yetu ya kijamii au kutumia simu au kutuandikia barua pepe kupitia tuambiecom au hudumakwawateja na tukakupatia huduma bila kufika tawini na kuj	neutral	Tunapenda kukufahamisha kuwa unaweza pia kutoa taarifa kwenye mitandao yetu ya kijamii au kutumia simu au kutuandikia barua pepe kupitia tuambiecom au hudumakwawateja na tukakupatia huduma bila kufika tawini na kuj	We would like to let you know that you can also report on our social networks or use the phone or email us via TuambiaCom or service and we provide you with service without reaching the tribes and Kuj
sw_train_00756	Mh Makamu wa Rais Wabunge wa Viti Maalumu Mkoa wa Pwani hatuko nyuma Tunatoa magodoro 20 na Tenki la Maji kama mchango	neutral	Mh Makamu wa Rais Wabunge wa Viti Maalumu Mkoa wa Pwani hatuko nyuma Tunatoa magodoro  na Tenki la Maji kama mchango	Mr Vice President of the Special Assembly of the Coastal Region we are not back.
sw_train_00757	Habari ili uweze kupata ofa hii ni lazima utumiwe ujumbe katika simu yako na ujiunge ndani ya masaa 24 toka ulivyopokea ujumbe	neutral	Habari ili uweze kupata ofa hii ni lazima utumiwe ujumbe katika simu yako na ujiunge ndani ya masaa  toka ulivyopokea ujumbe	In order to get this offer you must be sent a message on your phone and join within hours from the message you received
sw_train_00758	Kama mvuvi anavovua samaki huwema chambo ili anase Bila chambo samaki ata NASA natumain umelewa kwa kina	neutral	Kama mvuvi anavovua samaki huwema chambo ili anase Bila chambo samaki ata NASA natumain umelewa kwa kina	As a fisherman, the fish wipes the fish so that he has no bait.
sw_train_00759	Me hata mkinichukia ila sitoacha kuwakumbusha kuvaa jezi mda wa mechi	neutral	Me hata mkinichukia ila sitoacha kuwakumbusha kuvaa jezi mda wa mechi	Me even if you hate me but I don't stop reminding you to wear a jersey for the match
sw_train_00760	Pamoja sana endelea kufurahia huduma zetuKA	neutral	Pamoja sana endelea kufurahia huduma zetuKA	Together Keep Keep Enjoyed Our Services
sw_train_00761	Kuna Li Bro Moja Tuko nalo huku Ununio Kwanza Lina Hela halafu Linaipenda Kinoma Familia yake Once in a Month Lazima w	neutral	Kuna Li Bro Moja Tuko nalo huku Ununio Kwanza Lina Hela halafu Linaipenda Kinoma Familia yake Once in a Month Lazima w	There is one bro we have with it with the first Nuno and then it loves Kinoma his family once in a month should he w.
sw_train_00762	Watu wa Arusha unaweza ukawakuta kwenye normal convo tu ukahisi wanagombanau guys mna hasira mda wote	neutral	Watu wa Arusha unaweza ukawakuta kwenye normal convo tu ukahisi wanagombanau guys mna hasira mda wote	Arusha people can find them in normal convo just when you feel they are arguing guys you are angry all the time
sw_train_00763	Je unamiliki gari namba D Uko na dharura kifedha Karibu Platinum Credit tunatoa huduma za mkopo wa pesa kwa	neutral	Je unamiliki gari namba D Uko na dharura kifedha Karibu Platinum Credit tunatoa huduma za mkopo wa pesa kwa	Do you own a car number
sw_train_00764	Lakini ukimuelekeza ye mwenyewe anajua huu ni upuuziakiona tu anabadili channelkama we unavyobadili ukiona kipindi cha mapishi	neutral	Lakini ukimuelekeza ye mwenyewe anajua huu ni upuuziakiona tu anabadili channelkama we unavyobadili ukiona kipindi cha mapishi	But if you direct him he knows this is just a negligence if he changes the channel you change when you see the recipe period
sw_train_00765	Soma tathmini hii ya wataalamu wa lishe	neutral	Soma tathmini hii ya wataalamu wa lishe	Read this assessment of nutritionists
sw_train_00766	Ushindi wa 20 dhidi ya Sheffield United imekamilisha safari ya kutopoteza mchezo wa ligi kwa mwaka mzima Mar	neutral	Ushindi wa  dhidi ya Sheffield United imekamilisha safari ya kutopoteza mchezo wa ligi kwa mwaka mzima Mar	The victory over Sheffield United has completed the league's universal loss
sw_train_00767	Una order viwanda sio vyako private sector imejaa wagenimchana mwema broila mkiweza badilisheni	neutral	Una order viwanda sio vyako private sector imejaa wagenimchana mwema broila mkiweza badilisheni	You have an Order manufacturing not yours private sector is full of good guests broila you can change
sw_train_00768	Pole sanatafadhali tufahamishe tatizo lako mteja wetu	neutral	Pole sanatafadhali tufahamishe tatizo lako mteja wetu	Sorry to let us know your problem our client
sw_train_00769	tuma hapa hapa au Dm	neutral	tuma hapa hapa au Dm	Send here or DM
sw_train_00770	Ndo kwanza nipo kanyagi kadogo nasubiria msosi wa shemeji ako nimpelekenishaacha uhuni narudi home mapema sahivi	neutral	Ndo kwanza nipo kanyagi kadogo nasubiria msosi wa shemeji ako nimpelekenishaacha uhuni narudi home mapema sahivi	The first time I am in a small kanyagi and wait
sw_train_00771	Katibu Mkuu wa Na Mbunge wa Kibamba Mh Namwombea Apate Nafasi Tena Mbele Ya Magufuli ili Aongee Te	neutral	Katibu Mkuu wa Na Mbunge wa Kibamba Mh Namwombea Apate Nafasi Tena Mbele Ya Magufuli ili Aongee Te	Secretary -General and Kibamba MP Mr I pray for him to get a chance again in front of Magufuli to speak for te
sw_train_00772	dunia imebadilika sasa hivi Study nyingi zimeonyesha kuwa watu kujipima wenyewe inapu	neutral	dunia imebadilika sasa hivi Study nyingi zimeonyesha kuwa watu kujipima wenyewe inapu	The world has changed so far many studies have shown that people test themselves
sw_train_00773	Laini za TTCL ni bure Weka kianzio cha sh 500 na kuendelea ili kuanza kutumia laini yako Huduma za TTCL Corporation	neutral	Laini za TTCL ni bure Weka kianzio cha sh  na kuendelea ili kuanza kutumia laini yako Huduma za TTCL Corporation	TTCL lines are free to set up the starting of the sh and continue to start using your TTCL Corporation services
sw_train_00774	Nisamehe babyntawapa na nyinginenimeanza na hii tu coz ilinishangazame siwezi ujue	neutral	Nisamehe babyntawapa na nyinginenimeanza na hii tu coz ilinishangazame siwezi ujue	Forgive me baby and give it to another I started and this just coz shocked me I couldn't know
sw_train_00775	pole sana ndugu mteja huko leo kuna maboresho ya miundombinu pole sana inaonekana Tangazo halikufika kwa wakati	neutral	pole sana ndugu mteja huko leo kuna maboresho ya miundombinu pole sana inaonekana Tangazo halikufika kwa wakati	Very sorry client brother there today there are infrastructure improvements very slowly seems the announcement did not come in time
sw_train_00776	Mwana kakwama anapush ndinga yake bei ya kiserikali kabisa Yupo Mwanza Bei 115m CC 1490 yaani mafuta ya buku 2 unafuata mtoto mzuri mahali Mcheki hapa O762453654	neutral	Mwana kakwama anapush ndinga yake bei ya kiserikali kabisa Yupo Mwanza Bei m CC  yaani mafuta ya buku  unafuata mtoto mzuri mahali Mcheki hapa O	Son Kakwa is a bonus of his governmental prices.
sw_train_00777	Today in Tarime Minister launched a campaign Mimi msichana najitambua Elimu ndio mpango mzima	neutral	Today in Tarime Minister launched a campaign Mimi msichana najitambua Elimu ndio mpango mzima	Today in Tarime Minister launched a campaign I girl I know education is the whole program
sw_train_00778	57k views in 2 days Tunawashukuru sana raia wa kidijitali na tuendelee kufuatilia cc	neutral	k views in  days Tunawashukuru sana raia wa kidijitali na tuendelee kufuatilia cc	K views in days we are very grateful to digital citizens and continue to follow cc
sw_train_00779	kaduma Habari Karibu katika kurasa zetu tafadhali tembelea kwenye ofisi zetu kwa msaada zaidi	neutral	kaduma Habari Karibu katika kurasa zetu tafadhali tembelea kwenye ofisi zetu kwa msaada zaidi	Kaduma Information Welcome to our pages please visit our offices for more help
sw_train_00780	Matukio katika picha kuelekea wiki ya Azaki Dodoma	neutral	Matukio katika picha kuelekea wiki ya Azaki Dodoma	Events in the photo towards Azaki Dodoma Week
sw_train_00781	Mtoto mama nimemuomba baba hela ya kusuka akaninyoa nywele Mama shukuru mungu mwananguungemuomba pesa ya whitedent angekungoa meno	neutral	Mtoto mama nimemuomba baba hela ya kusuka akaninyoa nywele Mama shukuru mungu mwananguungemuomba pesa ya whitedent angekungoa meno	Baby mother I asked dad money woven and shaved my mother thank you god son you would ask for a whitedent money she would brush her teeth
sw_train_00782	WaziriWHUSM MheDkt Harrison Mwakyembe akiwa katika picha ya pamoja na watendaji wa TBC mara baada ya kukamilisha ziara yake	neutral	WaziriWHUSM MheDkt Harrison Mwakyembe akiwa katika picha ya pamoja na watendaji wa TBC mara baada ya kukamilisha ziara yake	MILLUMUMUMS MHADKT HARRISON MWAKYEMBE IN A PICTURE WITH TBC Executive Once He Completes His Visit
sw_train_00783	Lubasha nakubaliana na wewe ila sometime huyo uneyemfanyia ubinadamu atatoka na kusema kwa mtu Aah hii k	neutral	Lubasha nakubaliana na wewe ila sometime huyo uneyemfanyia ubinadamu atatoka na kusema kwa mtu Aah hii k	Lubasha I agree with you but the sometime you do for humanity will come out and say to someone aah this k
sw_train_00784	Samahn kidogo mnaojua masuala ya uchumi kidogo naomba msaada Naomba kujua maana ya maneno ya fuatayo Stable outlook Negative outlook B B1 B2 Up arrow Down arrow	neutral	Samahn kidogo mnaojua masuala ya uchumi kidogo naomba msaada Naomba kujua maana ya maneno ya fuatayo Stable outlook Negative outlook B B B Up arrow Down arrow	A little samahn you know little economic issues please help me to know the meaning of the following words stable Outlook negative outlook b b b b up arrow down arrow
sw_train_00785	Sio nchi nzima ni eneo lako mbeya sehemu gani na namba ya simu	neutral	Sio nchi nzima ni eneo lako mbeya sehemu gani na namba ya simu	Not the whole country is your area MBEA WHERE
sw_train_00786	na wanakukaribisha kwenye ya 1025 kuanzia sasa hadi SAA sita kamili	neutral	na wanakukaribisha kwenye ya  kuanzia sasa hadi SAA sita kamili	and they welcome you to the from now on to six o'clock
sw_train_00787	Je wewe ni muwekezaji kwenye kilimo biashara na unataka kujifunza mbinu za masoko kwa ajili ya bidhaa zako Karibu	neutral	Je wewe ni muwekezaji kwenye kilimo biashara na unataka kujifunza mbinu za masoko kwa ajili ya bidhaa zako Karibu	Are you an investor in agricultural business and want to learn marketing techniques for your products around
sw_train_00788	Kama jambo hili linakubalika kwa wote mliohudhuria hapa mimi kama Spika Lazima niwahoji  Mhe Job Ndugai  Spika wa Bunge Tanzania	neutral	Kama jambo hili linakubalika kwa wote mliohudhuria hapa mimi kama Spika Lazima niwahoji  Mhe Job Ndugai  Spika wa Bunge Tanzania	If this is acceptable to all who attended here I as the Speaker must question Mr Job Ndugai Speaker of the Parliament of Tanzania
sw_train_00789	Jamani Kila kitu kinaongozwa kwa misingi ya Katiba Naomba japo kifungu Cha sheria kinachosema kumsifia mwanamke ni sawa na umemdhalilisha	neutral	Jamani Kila kitu kinaongozwa kwa misingi ya Katiba Naomba japo kifungu Cha sheria kinachosema kumsifia mwanamke ni sawa na umemdhalilisha	Everything is governed on the basis of the Constitution I pray that although the clause that says praising a woman is the same and you have humiliated her
sw_train_00790	naona watu wenye muamuko mkubwa kama i hope hao watawesa toa support kwa content ako sometimes inakubid ata uwa tag Unaweza mute notificationlkn ujumbe ufike kwa watu husika Unajua twitter kunawasomi	neutral	naona watu wenye muamuko mkubwa kama i hope hao watawesa toa support kwa content ako sometimes inakubid ata uwa tag Unaweza mute notificationlkn ujumbe ufike kwa watu husika Unajua twitter kunawasomi	I see people with great reactions like i hope they will give support to your content sometimes you can tag can mute notificationlkn messages get to the people you know Twitter is educated
sw_train_00791	Waziri wa Afya akikagua neti ya mmoja wa mama aliyejifungua Hospitali ya Rufaa ya Mkoa wa Mtwara Ligula	neutral	Waziri wa Afya akikagua neti ya mmoja wa mama aliyejifungua Hospitali ya Rufaa ya Mkoa wa Mtwara Ligula	Minister of Health inspects the net of one of the mother who gave birth to Mtwara Ligula Regional Hospital
sw_train_00792	Kumbukumbu hizi zitunzwe Hata wanaotuzomea leo watazihitaji kesho akili na utu vitakapowarudia	neutral	Kumbukumbu hizi zitunzwe Hata wanaotuzomea leo watazihitaji kesho akili na utu vitakapowarudia	These memories should be kept even even today.
sw_train_00793	Shaka ondoa tupo vizuri na tunazidi kuimarika Kwa maeneo ambayo miradi yetu imekamilika Wateja wetu wana enjoy sana Kwa maeneo ambayo kazi zinaendelea tunaomba subira yenu	neutral	Shaka ondoa tupo vizuri na tunazidi kuimarika Kwa maeneo ambayo miradi yetu imekamilika Wateja wetu wana enjoy sana Kwa maeneo ambayo kazi zinaendelea tunaomba subira yenu	Doubt removes we are well and we are increasingly improved in areas where our projects are completed our customers are very enjoyable for areas where work is ongoing we are asking for your patience
sw_train_00794	Prof Baregu miaka ya 6070 ujinga umasikini na hofu vilikuwa maadui wa lakini kwasasa ujinga umasikini na h	neutral	Prof Baregu miaka ya  ujinga umasikini na hofu vilikuwa maadui wa lakini kwasasa ujinga umasikini na h	Prof Baregu years of ignorance poverty and fear were enemies of but now ignorance poverty and h
sw_train_00795	Haki itendeke Sheria ifuate mkondo Msichana apatiwe matibabu ya kisaikolojia kisha	neutral	Haki itendeke Sheria ifuate mkondo Msichana apatiwe matibabu ya kisaikolojia kisha	Justice should be done to follow the stream the girl is given psychological treatment and then
sw_train_00796	Mungu anakuona wa nay	neutral	Mungu anakuona wa nay	God sees you nay
sw_train_00797	Naomba kusema wazi kuwa 1 Hedhi si jambo la ziada ambalo mwanamke anajiamulia iwe sehemu ya Maisha yake au l	neutral	Naomba kusema wazi kuwa  Hedhi si jambo la ziada ambalo mwanamke anajiamulia iwe sehemu ya Maisha yake au l	I would like to say clearly that menstruation is not an extra thing that a woman decides to be part of her life or l
sw_train_00798	Mwenyekiti wa Bavichatunataka tume huru ili atakaeshinda atangazwe tunataka tume huru ili tuepushe gharama ya kumwaga damu	neutral	Mwenyekiti wa Bavichatunataka tume huru ili atakaeshinda atangazwe tunataka tume huru ili tuepushe gharama ya kumwaga damu	Chairman of BAVICHATA WANTS THE PRESIDENT OF THE PRESIDENT TO THE WINNING
sw_train_00799	Miongoni mwa kero ambazo nilizipokea kipindi cha kampeni 2015 wananchi wengi walilalmikia ucheleweshaji wa kesi kukithiri	neutral	Miongoni mwa kero ambazo nilizipokea kipindi cha kampeni  wananchi wengi walilalmikia ucheleweshaji wa kesi kukithiri	Among the nuisances I received during the campaign many citizens complained of delay in extreme cases
sw_train_00800	Madaktari wanasema watu wanaozaliwa na ugonjwa huu MUSCULAR DYSTROPHY SYNDROME Haswa wanaoupata wakiwa na umri mdogo wanaishi miaka kumi mpaka mwanzoni mwa miaka ya 20 lakini nasema Allah anajua zaidi Hadi wakati sahihi utakapofika	neutral	Madaktari wanasema watu wanaozaliwa na ugonjwa huu MUSCULAR DYSTROPHY SYNDROME Haswa wanaoupata wakiwa na umri mdogo wanaishi miaka kumi mpaka mwanzoni mwa miaka ya  lakini nasema Allah anajua zaidi Hadi wakati sahihi utakapofika	Doctors say people who are born with this muscular dystrophy syndrome are especially young in the age
sw_train_00801	Ushapata mwaliko ktk wiki hii ya customer service pale tbl Eti amp na	neutral	Ushapata mwaliko ktk wiki hii ya customer service pale tbl Eti amp na	You get an invitation ktk this week of customer service at TBL
sw_train_00802	Uhuru MichezoAliyekuwa nahodha wa Klabu ya Liverpool Steven Gerrard amezungumzia juu ya nia yake ya kurudi Anfield akiwa kama kocha wa Klabu hiyo	neutral	Uhuru MichezoAliyekuwa nahodha wa Klabu ya Liverpool Steven Gerrard amezungumzia juu ya nia yake ya kurudi Anfield akiwa kama kocha wa Klabu hiyo	LIFE GAMES, Liverpool club captain Steven Gerrard has spoken about his intention to return to Anfield as the club's coach
sw_train_00803	AminaAsante Ni kweli tunaboresha poleni kwa changamoto zilizojitokeza	neutral	AminaAsante Ni kweli tunaboresha poleni kwa changamoto zilizojitokeza	Aminaasante is actually improving pollen for the challenges that have arisen
sw_train_00804	Sasa hapo ule vyote vya baridi au kimoja wapo Ndo utackia Radha mujarabu Maana viporo vyote makini lkn asa Cha maharage	neutral	Sasa hapo ule vyote vya baridi au kimoja wapo Ndo utackia Radha mujarabu Maana viporo vyote makini lkn asa Cha maharage	Now there are all the cold or one of them and you will have a rush of the country because all the beans carefully
sw_train_00805	Singoshine tafadhali fahamu namba ya dikoda yako ni 7030729291Salim	neutral	Singoshine tafadhali fahamu namba ya dikoda yako ni Salim	Singoshine please know your chick number is salim
